iter	Logloss
202	0.3237067594
203	0.3232364473
204	0.3225291659
205	0.3220588658
206	0.3214136703
207	0.3211172567
208	0.3206850868
209	0.3200027102
210	0.3196865263
211	0.3192948681
212	0.3189227304
213	0.3182459607
214	0.3179501669
215	0.3173760917
216	0.3166777205
217	0.3161685109
218	0.3155352547
219	0.3153453292
220	0.3148563589
221	0.3141656099
222	0.3139419844
223	0.3134360606
224	0.3132344772
225	0.3129650325
226	0.3124769896
227	0.3118573565
228	0.3113738814
229	0.3110589877
230	0.3105540095
231	0.310109932
232	0.3096300024
233	0.3091439072
234	0.3087028184
235	0.3082359008
236	0.3080660183
237	0.3073349197
238	0.3067279938
239	0.3061177023
240	0.3057509731
241	0.3053219453
242	0.3049625841
243	0.3045715742
244	0.3041825648
245	0.3039253749
246	0.3036462234
247	0.3032464175
248	0.3030545434
249	0.3026321185
250	0.3021074767
251	0.3018080151
252	0.3013531801
253	0.3009942522
254	0.3005430556
255	0.3003586656
256	0.3001237174
257	0.2995175156
258	0.2989581211
259	0.2987442298
260	0.2985760394
261	0.2983012405
262	0.2978871667
263	0.2975106648
264	0.297281417
265	0.2969388752
266	0.2965555109
267	0.2963643219
268	0.2962243081
269	0.2958582046
270	0.2956263322
271	0.2953367562
272	0.2948807151
273	0.2944538093
274	0.2941354492
275	0.2938646244
276	0.2933962394
277	0.2928404536
278	0.2926792961
279	0.292451742
280	0.2921187724
281	0.2918543391
282	0.2917182792
283	0.2912294629
284	0.2910411108
285	0.2907265406
286	0.2903295018
287	0.2900433195
288	0.2896390233
289	0.2895069026
290	0.289170661
291	0.288909698
292	0.2884814865
293	0.2881349605
294	0.2878546621
295	0.2874624964
296	0.2871519219
297	0.2868345786
298	0.2864239453
299	0.2861032262
300	0.2857376107
301	0.2853107747
302	0.2848640974
303	0.2843916868
304	0.2842320081
305	0.2839012082
306	0.283717858
307	0.2833670593
308	0.2832086127
309	0.2828546588
310	0.28252694
311	0.2823636846
312	0.2820718197
313	0.281919196
314	0.2818297185
315	0.2816481525
316	0.2812419309
317	0.2809487277
318	0.2806909558
319	0.2804292145
320	0.280149906
321	0.2799719481
322	0.2796782279
323	0.2795317981
324	0.2791079886
325	0.2787979815
326	0.2784363532
327	0.2780707179
328	0.2779385417
329	0.2777080842
330	0.2772388692
331	0.2770100892
332	0.2767738311
333	0.27636723
334	0.2761588115
335	0.2755940386
336	0.2752572781
337	0.2748432979
338	0.2745441346
339	0.2744186363
340	0.2741908504
341	0.2738482036
342	0.2735320565
343	0.273089491
344	0.2728364996
345	0.2725206319
346	0.2721268825
347	0.2719127424
348	0.2712886491
349	0.270857043
350	0.2705102179
351	0.27024677
352	0.2698693299
353	0.2697359719
354	0.2691246249
355	0.2689454145
356	0.2685236687
357	0.2683145949
358	0.2680946506
359	0.2677530137
360	0.2672085224
361	0.2670070344
362	0.2668033007
363	0.2666405349
364	0.266379252
365	0.2661038152
366	0.2658985208
367	0.2657046406
368	0.2653197974
369	0.2651952395
370	0.2650400027
371	0.264641986
372	0.2644181031
373	0.2640709364
374	0.2637623821
375	0.2635961324
376	0.2634626035
377	0.2631980614
378	0.2627323007
379	0.2621843263
380	0.2619426097
381	0.2616798147
382	0.2616025735
383	0.2612426253
384	0.2609845413
385	0.2607656703
386	0.2606221182
387	0.260264667
388	0.2598449028
389	0.2596250374
390	0.2595657898
391	0.2592541094
392	0.2588733993
393	0.2586033503
394	0.2583328509
395	0.2581674377
396	0.2578062084
397	0.2575677288
398	0.2571718704
399	0.2569129898
400	0.2565228556
401	0.2561198321
402	0.2558844052
403	0.2556109103
404	0.2553391909
405	0.2546481133
406	0.2542956962
407	0.2538828521
408	0.2536620796
409	0.2533613258
410	0.2531491091
411	0.2530472596
412	0.2528693829
413	0.2527921553
414	0.2524564112
415	0.2520937983
416	0.2518107223
417	0.2515199149
418	0.2512256029
419	0.2510362617
420	0.2507817708
421	0.2506361178
422	0.250410056
423	0.250221201
424	0.2500477805
425	0.2498745854
426	0.2496068923
427	0.2494994544
428	0.2492789761
429	0.2488992536
430	0.2487675849
431	0.2486259161
432	0.2484232992
433	0.248359547
434	0.2481336233
435	0.2479673146
436	0.2477630528
437	0.2476057308
438	0.2473532473
439	0.2471551597
440	0.2469120805
441	0.2465519274
442	0.2462123152
443	0.2460034342
444	0.2457073096
445	0.2455892905
446	0.2453845374
447	0.2452111406
448	0.2449940548
449	0.2445706939
450	0.2443400928
451	0.2440907356
452	0.2438320573
453	0.2435493054
454	0.2433753748
455	0.2430212694
456	0.2428718007
457	0.2427155873
458	0.2423331973
459	0.2419745623
460	0.2418848127
461	0.2417333725
462	0.2413859673
463	0.241240392
464	0.2410393413
465	0.2407711093
466	0.2404294583
467	0.2403141227
468	0.2400067568
469	0.2398663846
470	0.2395351282
471	0.2392492598
472	0.2389271058
473	0.2386367
474	0.2384436726
475	0.2380888219
476	0.2377709549
477	0.2375535917
478	0.2371119583
479	0.2369031703
480	0.2367835988
481	0.2365569966
482	0.2362957444
483	0.2360611607
484	0.2358890498
485	0.2356888604
486	0.2355050793
487	0.235175617
488	0.2349892561
489	0.2348855201
490	0.2347888254
491	0.2345367447
492	0.2344057836
493	0.2343196034
494	0.2341423149
495	0.2338609719
496	0.2337029655
497	0.2334327538
498	0.2332326343
499	0.2325676762
500	0.2323827664
501	0.2320665799
502	0.2317526875
503	0.2316021242
504	0.2314404891
505	0.2313378286
506	0.2311240969
507	0.2310053118
508	0.2306803905
509	0.2304605919
510	0.2302989788
511	0.2299937406
512	0.2297543329
513	0.229552065
514	0.2294676494
515	0.2291512342
516	0.2289779706
517	0.2287426454
518	0.2285930616
519	0.2283468456
520	0.2278132451
521	0.2276736496
522	0.2273274585
523	0.227124218
524	0.2267965485
525	0.2266001715
526	0.226443656
527	0.2262346928
528	0.2260761275
529	0.2258184807
530	0.2256882568
531	0.2255506026
532	0.225140004
533	0.2249902617
534	0.2247633265
535	0.2245392144
536	0.2242396139
537	0.2241113469
538	0.2238892109
539	0.2237602694
540	0.2236506462
541	0.223472608
542	0.2231335551
543	0.2229189435
544	0.2227229591
545	0.2225590528
546	0.2221943374
547	0.2219245381
548	0.2217605828
549	0.2215886385
550	0.2213970814
551	0.2212429153
552	0.2209705109
553	0.2207088928
554	0.2205523102
555	0.2203890367
556	0.2200529902
557	0.2199821152
558	0.2196324231
559	0.2194087009
560	0.219351449
561	0.2189457616
562	0.2187385322
563	0.2184037533
564	0.218025141
565	0.2179446958
566	0.2176749321
567	0.217444934
568	0.2171910606
569	0.217141119
570	0.2168972206
571	0.2166212358
572	0.2163735615
573	0.2162768053
574	0.2161442332
575	0.2160072813
576	0.2157353242
577	0.215593981
578	0.2154141301
579	0.2152888104
580	0.2150757069
581	0.214839317
582	0.2145700676
583	0.2144039422
584	0.2142718093
585	0.2139331831
586	0.2136853032
587	0.2135989457
588	0.2134346255
589	0.2131675189
590	0.2131135068
591	0.2129757256
592	0.2127700333
593	0.2123979727
594	0.2121648264
595	0.2119838838
596	0.21180271
597	0.2115482501
598	0.2113042603
599	0.2110705698
600	0.210948816
601	0.210608006
602	0.2104706708
603	0.2104173637
604	0.2103648279
605	0.2102513793
606	0.2101474092
607	0.2098838018
608	0.2096723662
609	0.2095640024
610	0.209461345
611	0.2092459756
612	0.2090495856
613	0.20884725
614	0.2087193485
615	0.2086350084
616	0.208410336
617	0.208308368
618	0.2079420949
619	0.2077662688
620	0.2075902151
621	0.2075377054
622	0.2073365023
623	0.20723775
624	0.2069686686
625	0.2068722944
626	0.2067620288
627	0.206621916
628	0.2064386003
629	0.2062649056
630	0.2060754797
631	0.2059358821
632	0.2058702998
633	0.205499304
634	0.2053261715
635	0.2051017705
636	0.2048861575
637	0.2046683816
638	0.2044697482
639	0.2043439694
640	0.2040472856
641	0.2038480426
642	0.203644008
643	0.2034834855
644	0.2032807298
645	0.2031762261
646	0.2030807843
647	0.2028433762
648	0.2027378407
649	0.2025658139
650	0.2024256717
651	0.2021892759
652	0.2019295964
653	0.2015800751
654	0.2014278154
655	0.2013207965
656	0.2010948274
657	0.2009167435
658	0.2006030856
659	0.2005527549
660	0.2002919938
661	0.2000565349
662	0.1999424624
663	0.1998604725
664	0.1996604361
665	0.1994587869
666	0.199353623
667	0.1991951969
668	0.1989119797
669	0.1987659333
670	0.198579972
671	0.1983729204
672	0.1981256594
673	0.1979463249
674	0.1978173943
675	0.197520531
676	0.1972353938
677	0.1970740143
678	0.1967448099
679	0.1965336229
680	0.1963615474
681	0.1960681865
682	0.1958355083
683	0.1956671573
684	0.1956095126
685	0.195297468
686	0.1951049642
687	0.1949530595
688	0.1948262673
689	0.1946692766
690	0.1945424847
691	0.1944077554
692	0.1942803946
693	0.1940940996
694	0.1938678052
695	0.1936220861
696	0.1936007629
697	0.193252289
698	0.1931199185
699	0.1929383843
700	0.1927216719
701	0.1926492463
702	0.1924245371
703	0.1922387755
704	0.1920965886
705	0.1919227224
706	0.1918366852
707	0.1916901154
708	0.1915661667
709	0.1913299679
710	0.1909656311
711	0.1908047439
712	0.1905575335
713	0.1904166624
714	0.1901538236
715	0.1900329641
716	0.1898001449
717	0.1896100988
718	0.189553251
719	0.1891941561
720	0.1890190252
721	0.1886628142
722	0.1884082453
723	0.1881352716
724	0.1879813153
725	0.1878594918
726	0.1877517541
727	0.1875077972
728	0.1873412173
729	0.1870636877
730	0.1868384115
731	0.1867097561
732	0.1864590008
733	0.1863578929
734	0.1861049275
735	0.1859743341
736	0.1857686807
737	0.1854616491
738	0.1853012283
739	0.1852493959
740	0.185096816
741	0.1847643683
742	0.184558869
743	0.1844421313
744	0.1842632026
745	0.1839547711
746	0.1838110768
747	0.1835480505
748	0.1834324001
749	0.1833225019
750	0.1831405471
751	0.1830021312
752	0.1827036077
753	0.18254374
754	0.1822594715
755	0.1821093323
756	0.1819027571
757	0.181605969
758	0.1814533071
759	0.1813463384
760	0.1812280026
761	0.1811192349
762	0.1809788998
763	0.1808249462
764	0.1807366876
765	0.1805305857
766	0.1803759014
767	0.180016702
768	0.1798874863
769	0.1797705578
770	0.1796226394
771	0.1794359443
772	0.1793282906
773	0.1791224827
774	0.1790447326
775	0.1788586775
776	0.1785858741
777	0.1783544477
778	0.1782207242
779	0.1780341014
780	0.1779108154
781	0.1777024847
782	0.1775121262
783	0.1774518963
784	0.1774097369
785	0.1773336225
786	0.1770883929
787	0.1768847013
788	0.1767095624
789	0.1766032377
790	0.1765375432
791	0.1764530129
792	0.176226067
793	0.1759917098
794	0.1758382465
795	0.1756595447
796	0.1755025275
797	0.1753923018
798	0.1752811467
799	0.1751087173
800	0.1750008495
801	0.1748835565
802	0.1747051563
803	0.1744998666
804	0.1743027827
805	0.1741537684
806	0.1739857662
807	0.1738578751
808	0.173639832
809	0.173435076
810	0.173305516
811	0.1731695019
812	0.1730477892
813	0.1729898449
814	0.1728579357
815	0.1726915621
816	0.1722155715
817	0.1720671882
818	0.1719879018
819	0.1718485566
820	0.1717227923
821	0.1715486612
822	0.1714979283
823	0.1713224697
824	0.171134518
825	0.1709914585
826	0.1708318998
827	0.17071311
828	0.1705148557
829	0.1704289894
830	0.1703233831
831	0.1701275958
832	0.1699016269
833	0.1696462078
834	0.1695645522
835	0.1694107061
836	0.169241607
837	0.1691374614
838	0.1689437375
839	0.1688397774
840	0.1687400199
841	0.1685535244
842	0.168465983
843	0.1682970465
844	0.1681345515
845	0.1680429465
846	0.1678709528
847	0.1677292316
848	0.1676356755
849	0.1673711963
850	0.1671990455
851	0.1670183509
852	0.1668567439
853	0.1667469352
854	0.1665792672
855	0.1664722487
856	0.1663572777
857	0.166223725
858	0.1660455077
859	0.1658423734
860	0.1657114745
861	0.1655265314
862	0.1652566868
863	0.165115824
864	0.164945765
865	0.1647966295
866	0.1646743852
867	0.1644989944
868	0.1643280049
869	0.1642250248
870	0.1641422438
871	0.164007322
872	0.1638434337
873	0.1638059388
874	0.1636101482
875	0.1633842222
876	0.1630956029
877	0.162945287
878	0.1627869132
879	0.1626713397
880	0.1624865534
881	0.1622814607
882	0.1621717109
883	0.1620691485
884	0.1619241608
885	0.1617780347
886	0.1616206381
887	0.1615667243
888	0.1614539205
889	0.1613646478
890	0.1612871655
891	0.1611258998
892	0.1610122519
893	0.160706756
894	0.1604817959
895	0.1602572638
896	0.1601550969
897	0.1600522275
898	0.1597451698
899	0.1595900012
900	0.1594495278
901	0.1593338504
902	0.1591455346
903	0.1589171518
904	0.1587417097
905	0.1586076239
906	0.1585223282
907	0.1584281971
908	0.1583715385
909	0.1582507481
910	0.1580334523
911	0.1578272987
912	0.1576899721
913	0.1576568444
914	0.1575069956
915	0.1574545742
916	0.1573270903
917	0.1572506181
918	0.1571567994
919	0.1570247683
920	0.1567630053
921	0.1565401833
922	0.1564122583
923	0.1563495118
924	0.1561129298
925	0.155967502
926	0.155789361
927	0.1556914733
928	0.1554986128
929	0.1553696708
930	0.1552331935
931	0.1550915089
932	0.1549630463
933	0.1547684134
934	0.1545887737
935	0.1544656829
936	0.1543235479
937	0.1541837135
938	0.1540148759
939	0.1537764751
940	0.1536203949
941	0.1535442316
942	0.1533958532
943	0.1532983264
944	0.1532343815
945	0.1530825733
946	0.1529195605
947	0.1527967561
948	0.1526345499
949	0.1525877344
950	0.1525320657
951	0.1524224118
952	0.15220672
953	0.152020168
954	0.1518803391
955	0.1518002791
956	0.1516735686
957	0.1514632105
958	0.1514002582
959	0.1511931754
960	0.1510768491
961	0.1508502328
962	0.1506083425
963	0.1505030556
964	0.1504133393
965	0.1503366572
966	0.1501736372
967	0.1500659005
968	0.1498849279
969	0.1496766486
970	0.1495674826
971	0.1494461521
972	0.1493508585
973	0.1492337159
974	0.1490589209
975	0.1489912053
976	0.1489241456
977	0.1488760334
978	0.1486798179
979	0.1485021402
980	0.1484099205
981	0.1482110749
982	0.1480854607
983	0.1480193349
984	0.1478745543
985	0.1477413482
986	0.1476284718
987	0.1473561925
988	0.1472660392
989	0.1470945476
990	0.1469737722
991	0.1467986577
992	0.1466495527
993	0.1464909634
994	0.1464186421
995	0.1463446057
996	0.1462250539
997	0.1459742015
998	0.1458403097
999	0.1457147633
